Page Description 1,Page Description 2,Column Description,Category,Subcategory,Tertiary Category,Field,Calculated,SumGroup,Sign,Type,HelpString,TestNumber
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Expenditures,,,Capital Outlay,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Expenditures,Debt Service,,Redemption of Principal,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Expenditures,Debt Service,,Interest and Other Fiscal Charges,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Expenditures,Debt Service,,Issuance Costs,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Expenditures,,,Other Expenditures,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Expenditures,,,,Total Expenditures,Excess of Revenues Over (Under) Expenditures,-,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,Excess of Revenues Over (Under) Expenditures,Net Change in Fund Balances,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Sources (Uses),,,Inception of Capital Lease,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Sources (Uses),,,General Obligation Bonds Issued,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Sources (Uses),,,Premium on Debt Issuance,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Sources (Uses),,,Other Debt Proceeds,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Sources (Uses),,,Proceeds from Sale of Capital Assets,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Sources (Uses),,,Transfers In,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Sources (Uses),,,Transfers Out,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Sources (Uses),,,Other Financing Sources,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Sources (Uses),,,Other Financing Uses,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Sources (Uses),,,,Total Other Financing Sources (Uses),Net Change in Fund Balances,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Special and Extraordinary Items,,,Special Item,,Total Special and Extraordinary Items,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Special and Extraordinary Items,,,Extraordinary Item,,Total Special and Extraordinary Items,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Special and Extraordinary Items,,,,Total Special and Extraordinary Items,Net Change in Fund Balances,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,Net Change in Fund Balances,"Fund Balances, End of Year",,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,"Fund Balances, Beginning of Year",,"Fund Balances, End of Year",,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,"Fund Balances, End of Year",,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,General Obligation Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Notes Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Loans Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Capital Leases,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Miscellaneous Long Term Bonds,,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,Estimated Number of Patrons,,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,Yearly Circulation,,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,"Full Tax Rate Per $1,000 of Assessed Valuation (if applicable)",,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,Total Assessed Property Tax Valuation (if applicable),,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,Unrestricted General Fund Carryover Cash Balance at Year-End,,,,,,
