Page Description 1,Page Description 2,Column Description,Category,Subcategory,Tertiary Category,Field,Calculated,SumGroup,Sign,Type,HelpString,TestNumber
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Expenditures,,,,Total Expenditures,Excess of Revenues Over (Under) Expenditures,-,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,,,,,Excess of Revenues Over (Under) Expenditures,Net Change in Fund Balances,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Proceeds from Sale of Capital Assets,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Inception of Capital Lease,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,General Obligation Bonds Issued,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Refunding Bonds Issued,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Energy Conservation Notes Issued,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Other Debt Proceeds,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Premium on Debt Issuance,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Payment to Refunded Bond Escrow Agent,,Total Other Financing Sources (Uses),,,mustBeNegative,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Transfers In,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Transfers Out,,Total Other Financing Sources (Uses),,,mustBeNegative,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Other Financing Sources,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Other Financing Uses,,Total Other Financing Sources (Uses),,,mustBeNegative,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,,Total Other Financing Sources (Uses),Net Change in Fund Balances,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Special and Extraordinary Items,,,Special Item,,Total Special and Extraordinary Items,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Special and Extraordinary Items,,,Extraordinary Item,,Total Special and Extraordinary Items,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Special and Extraordinary Items,,,,Total Special and Extraordinary Items,Net Change in Fund Balances,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,,,,,Net Change in Fund Balances,"Fund Balances, End of Year",,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,,,,"Fund Balances, Beginning of Year",,"Fund Balances, End of Year",,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,,,,Increase (Decrease) in Inventory or Prepaid Assets,,"Fund Balances, End of Year",,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,,,,,"Fund Balances, End of Year",,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Property Taxes,,Total Revenues,,,propertyTaxesRevenue,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Income Taxes,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Intergovernmental,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Investment Earnings,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Tuition and Fees,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Extracurricular Activities,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Rentals,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Charges for Services,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Contributions and Donations,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Payment in Lieu of Taxes,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Miscellaneous,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,Other Revenues,,Total Revenues,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Revenues,,,,Total Revenues,Excess of Revenues Over (Under) Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Instruction,Regular,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Instruction,Special,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Instruction,Vocational,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Instruction,Adult or Continuing,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Instruction,Student Intervention Services,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Instruction,Other Instruction,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Support Services,Pupils,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Support Services,Instructional Staff,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Support Services,Board of Education,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Support Services,Administration,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Support Services,Fiscal,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Support Services,Business,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Support Services,Operation and Maintenance of Plant,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Support Services,Pupil Transportation,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,  Support Services,Central,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,,Operation of Non-Instructional Services,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Current,,Extracurricular Activities,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,,,Capital Outlay,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Debt Service,,Principal Retirement,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Debt Service,,Interest and Fiscal Charges,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Debt Service,,Bond Issuance Costs,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,Debt Service,,Other Debt Service,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,,,Other Expenditures,,Total Expenditures,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Expenditures,,,,Total Expenditures,Excess of Revenues Over (Under) Expenditures,-,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,,,,,Excess of Revenues Over (Under) Expenditures,Net Change in Fund Balances,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Proceeds from Sale of Capital Assets,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Inception of Capital Lease,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,General Obligation Bonds Issued,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Refunding Bonds Issued,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Energy Conservation Notes Issued,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Other Debt Proceeds,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Premium on Debt Issuance,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Payment to Refunded Bond Escrow Agent,,Total Other Financing Sources (Uses),,,mustBeNegative,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Transfers In,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Transfers Out,,Total Other Financing Sources (Uses),,,mustBeNegative,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Other Financing Sources,,Total Other Financing Sources (Uses),,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,Other Financing Uses,,Total Other Financing Sources (Uses),,,mustBeNegative,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Other Financing Sources (Uses),,,,Total Other Financing Sources (Uses),Net Change in Fund Balances,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Special and Extraordinary Items,,,Special Item,,Total Special and Extraordinary Items,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Special and Extraordinary Items,,,Extraordinary Item,,Total Special and Extraordinary Items,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,Special and Extraordinary Items,,,,Total Special and Extraordinary Items,Net Change in Fund Balances,,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,,,,,Net Change in Fund Balances,"Fund Balances, End of Year",,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,,,,"Fund Balances, Beginning of Year",,"Fund Balances, End of Year",,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,,,,Increase (Decrease) in Inventory or Prepaid Assets,,"Fund Balances, End of Year",,,,
"STATEMENT OF REVENUES, EXPENDITURES AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental,,,,,"Fund Balances, End of Year",,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,General Obligation Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Notes Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Loans Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Capital Leases,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Miscellaneous Long Term Bonds,,,,,,
OTHER INFORMATION,DEMOGRAPHICS,,,,,Average Daily Membership (ADM),,,,integer-value,,
OTHER INFORMATION,DEMOGRAPHICS,,,,,Total Annual Final Appropriations for All Funds for the Reporting Year,,,,,totalAnnualAppropriations,
OTHER INFORMATION,DEMOGRAPHICS,,,,,Full Tax Rate,,,,tax-rate,fullTaxRate,
OTHER INFORMATION,DEMOGRAPHICS,,,,,Total Assessed Property Tax Valuation,,,,,,
OTHER INFORMATION,DEMOGRAPHICS,,,,,Unrestricted General Fund Carryover Cash Balance at Year-End,,,,,,
